ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,regime_filter,regime_fast,regime_slow,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
12,96,0.005,0,-999.0,999.0,1,1,100,200,3.198566190524753,0.4321509257939453,-0.6316647863041308,1.053053481449704,133,95,38,0.15270560979645872,0.32791659771636605,0.24031110375641238,0.08760549395995366,3.507126169151415,-0.0043903571001184805,0.00019999651141721449,0.1689712067143651
48,200,0.0025,0,-999.0,1.5,1,1,100,200,2.5340950103853626,0.37169466787594985,-0.5118661395656089,0.9499102299149532,313,228,85,0.14976005295383088,0.3523746483534668,0.2510673506536488,0.10130729769981797,2.8513070494164356,0.07259794017412058,0.00017949442865940928,0.16325710958889306
20,60,0.0025,0,-999.0,999.0,1,1,100,200,3.0548908995597674,0.41972146371882957,-0.6385271466528062,1.036435269128069,141,95,46,0.14194936289922225,0.3211318881350323,0.23154062551712726,0.08959126261790501,3.8193269379878823,-0.09714459520916552,0.00020052431827827948,0.1522796538488299
30,60,0.005,0,-999.0,999.0,1,1,100,200,2.932877099260173,0.40890399733105265,-0.6242065908613955,1.0226278114644092,119,84,35,0.14463015058745657,0.31467813999669036,0.22965414529207348,0.08502399470461691,3.4805326870729383,-0.06840379852451806,0.00019968658718412562,0.14793209247357536
30,200,0.005,0,-999.0,2.5,1,1,100,200,2.946027217058589,0.41008185285644827,-0.6373557686973584,1.0026790428483887,178,132,46,0.17070991229521762,0.37729604501075625,0.27400297865298695,0.10329306635776932,3.227417890947698,0.020344365319380886,0.00017335393333684448,0.1415379206501885
30,120,0.0,0,-999.0,999.0,1,1,100,200,3.1182686811386926,0.42524436399189947,-0.6707503608506387,0.9968592418096549,100,71,29,0.17203375806718518,0.38788681118649676,0.27996028462684097,0.1079265265596558,3.5305472235649926,-0.04438233307282502,0.00017409961526456652,0.1397121456570629
12,96,0.0,0,-999.0,1.5,1,1,100,200,2.269774668521153,0.34525861440247163,-0.5171965985587597,0.9441436728776673,342,249,93,0.11954327320867118,0.28303822604666556,0.20129074962766838,0.08174747641899718,2.6766077424857815,0.05524537216289849,0.00020643003049718392,0.13386749876697518
12,96,0.005,0,-999.0,2.5,1,1,100,200,2.6971677355304613,0.3872728843219828,-0.6117581280916671,1.012104083609828,226,166,60,0.13880522919079927,0.3054774118815158,0.22214132053615754,0.08333609134535827,2.875398408353226,0.068169927983734,0.0001999980123523918,0.1319990244566407
48,96,0.01,0,-999.0,999.0,1,1,100,200,2.679885986963704,0.3856466703656356,-0.6086096352367285,0.9645546366562,75,55,20,0.1630647029621049,0.323183849081582,0.24312427602184344,0.08005957305973854,2.6895582363315222,0.0355000149485174,0.00019031617573469578,0.12956958458008136
30,96,0.0,0,-999.0,999.0,1,1,100,200,2.846586088297657,0.40110076367581016,-0.64076928944764,0.9673113005855579,113,83,30,0.16379281813668709,0.3719675657785868,0.26788019195763696,0.10408737382094986,2.7745670976277355,0.07833097721506577,0.00017485488018123804,0.12908168398126807
30,96,0.01,0,-999.0,2.5,1,1,100,200,2.287147894799389,0.34704444496633857,-0.5349930756627408,0.9349561582917066,178,138,40,0.14333940095978817,0.2898229356279993,0.21658116829389376,0.07324176733410558,1.7935225472624858,0.28626051586004797,0.00019666518864579544,0.1262957150495535
20,60,0.005,0,-999.0,2.5,1,1,100,200,2.652501662763361,0.38305803979686326,-0.6195643724964186,1.015840588587068,220,159,61,0.1292404434883336,0.2857852060234983,0.20751282475591593,0.07827238126758233,2.946413457814041,0.03317093208307065,0.00021000447333000975,0.12406788297800736
30,96,0.01,0,-999.0,999.0,1,1,100,200,2.4119281058192814,0.35966721943636326,-0.5645592446170826,0.9317837109171573,87,66,21,0.15631308952507034,0.3106073142478901,0.23346020188648023,0.07714711236140989,1.9580246736672708,0.2047435605418515,0.00018855090847235258,0.12397678267367981
48,96,0.01,0,-999.0,2.5,1,1,100,200,2.444632429685063,0.3629182301389906,-0.582034461671459,0.952379559998394,168,129,39,0.15005791825252357,0.30236637431739205,0.2262121462849578,0.07615422803243423,2.3888185166095295,0.1055653892034163,0.00019517872708421196,0.11951997730318081
12,60,0.0,0,-999.0,1.5,1,1,100,200,2.233134921746643,0.3414688901659899,-0.542351905390821,0.9512114750221128,352,255,97,0.11007777593910309,0.26086380936620884,0.18547079265265595,0.07539301671355288,2.627791093338295,0.06276318683315685,0.000220103860634812,0.11785351122168505
20,120,0.005,0,-999.0,999.0,1,1,100,200,2.850603083165808,0.40146691465120443,-0.6673292309490747,0.989834961555972,100,73,27,0.1628661260963098,0.35171272546748306,0.2572894257818964,0.09442329968558663,2.967804294659886,0.020231352623132137,0.00018001984869776293,0.11729404725446568
30,60,0.005,0,-999.0,2.5,1,1,100,200,2.4689728830068707,0.36532283342153304,-0.5942065031962216,0.9806311783862093,210,154,56,0.13129240443488333,0.2931325500579183,0.2122124772464008,0.08092007281151746,2.837795091656844,0.003994760827470412,0.00019920585704919698,0.11725114074273271
20,200,0.005,0,-999.0,999.0,1,1,100,200,2.8471473348704306,0.4011519387873099,-0.6654679751841959,0.9717455478870249,82,59,23,0.18199569750124112,0.39096475260632135,0.28648022505378123,0.10448452755254013,3.3853965647697333,-0.08601204257923267,0.00016492426052754322,0.11700522858956325
12,200,0.005,0,-999.0,999.0,1,1,100,200,2.7724528621517894,0.39429145161936185,-0.6536200909648076,0.9675790845297869,93,68,25,0.177428429587953,0.3824921396657289,0.27996028462684097,0.10253185503888797,2.985381670984047,-0.00836089092939385,0.00016595181772113905,0.11586036036344743
48,60,0.0,0,-999.0,999.0,1,1,100,200,2.6712135885504606,0.38482843868641536,-0.6344314432962199,0.9506359656102508,117,85,32,0.15561807049478735,0.3561145126592752,0.2558662915770313,0.10024822108224392,3.117185881057517,-0.05458658980534947,0.00017653373767338037,0.11514451531881795
30,120,0.0,0,-999.0,2.5,1,1,100,200,2.772139899344649,0.3942624934629648,-0.6582490627105761,0.9731593687564727,214,158,56,0.15720668542114843,0.3630647029621049,0.2601356941916267,0.10292900877047824,3.3009297231642822,-0.023872437777293865,0.00017799355854818163,0.11379593054550038
12,96,0.01,0,-999.0,1.5,1,1,100,200,1.7640670470143154,0.289847785112626,-0.44406106277107704,0.879835888760586,281,215,66,0.11534006288267416,0.2338904517623697,0.17461525732252192,0.05927519443984776,1.5765950002874147,0.2346277894848654,0.00021336171306837655,0.11180904816511678
